uid,City Quadrant,Ward,Household Income,Household Tenancy,Highest Obtained Education,Average Age,Living with Children,Member of Visible Minority,Gender,Average Quality of Life Rating (1-10),"Change in Quality of Life in Last 3 Years ( 1 = improved, 2 = no change, 3 = worsen)",Average Living in Calgary Rating (1-10),Average Life in Cangary Rating (1-10),Average Neighbourhood Safety Rating (1-4)
fNP57guU,Southwest,Ward 11,"$45,000 to just under $60,000",Own,Completed high school or less,68,No,No,Male,7,2,8,7,4
jAP86slQ,Southeast,Ward 14,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,53,No,No,Male,7,3,7,8,2
lIU41zfW,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,52,No,No,Female,8,1,7,8,3
cXK57obV,Southwest,Ward 6,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,59,No,No,Female,8,2,7,7,3
kDM26khQ,Southwest,Ward 11,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,77,No,No,Male,7,1,7,8,3
cHH86suO,Southwest,Ward 11,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,83,No,No,Male,8,2,10,10,4
gGJ59quU,Southeast,Ward 9,"$120,000 and over (Net)",Own,Completed high school or less,37,No,No,Female,8,2,10,10,3
fMF60bqE,Southeast,Ward 12,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,37,No,No,Male,7,2,8,9,4
iLR58hcY,Southwest,Ward 8,Don't Know,Own,Completed university degree or post-grad degree,61,No,Yes,Female,8,3,7,7,2
mOE56jlT,Southeast,Ward 14,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,72,No,No,Male,8,1,8,10,2
bSY40bxX,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,62,No,No,Male,8,3,6,7,4
uXD37qmD,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,36,Yes,Yes,Male,8,2,9,9,3
bMW66siH,Southwest,Ward 11,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,56,No,No,Male,9,1,9,9,4
oEZ28cqG,Northwest,Ward 1,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,87,No,No,Female,8,3,9,8,2
oCX66mkS,Northeast,Ward 10,"$120,000 and over (Net)",Own,Some post secondary or college diploma,44,Yes,No,Female,7,3,8,8,3
wRN66itN,Northeast,Ward 10,"$75,000 to just under $90,000",Own,Some post secondary or college diploma,60,No,No,Male,8,3,7,9,3
fXG90luU,Northeast,Ward 10,"$120,000 and over (Net)",Own,Completed high school or less,22,No,No,Female,10,1,10,10,2
sUI89rcP,Northwest,Ward 3,"$120,000 and over (Net)",Own,Some post secondary or college diploma,53,Yes,No,Male,8,2,9,9,4
jRE37wpT,Southeast,Ward 9,"$120,000 and over (Net)",Own,Completed high school or less,53,No,Yes,Male,8,3,6,8,4
uDK17dxD,Northeast,Ward 10,"$45,000 to just under $60,000",Own,Completed high school or less,71,No,No,Female,7,3,6,7,2
zWF63odS,Southwest,Ward 6,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,51,No,No,Female,8,2,9,10,4
lBP25bfQ,Southeast,Ward 9,"$30,000 to just under $45,000",Own,Completed high school or less,76,No,Don't Know,Female,5,3,5,5,3
xHL67hoH,Southeast,Ward 12,"$75,000 to just under $90,000",Own,Completed high school or less,50,Yes,No,Male,8,3,7,7,3
sLH94mhF,Southwest,Ward 11,"$120,000 and over (Net)",Neither,Completed university degree or post-grad degree,74,No,No,Female,8,2,9,9,3
lJV52quX,Southeast,Ward 9,"$30,000 to just under $45,000",Own,Completed university degree or post-grad degree,46,No,No,Male,8,2,9,9,3
sUH61fhH,Southeast,Ward 9,"Less than $30,000",Own,Completed high school or less,,No,No,Female,10,2,7,10,3
bBG94raR,Southeast,Ward 9,"Less than $30,000",Own,Completed high school or less,59,No,Yes,Male,6,3,4,5,4
vKU27hmT,Northwest,Ward 2,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,55,No,No,Female,9,1,9,9,4
qEI89mlN,Southwest,Ward 13,Don't Know,Own,Completed university degree or post-grad degree,51,No,No,Female,8,3,6,7,3
rOR81yzA,Southwest,Ward 13,"$90,000 to just under $105,000",Own,Completed high school or less,24,No,No,Male,8,1,7,9,4
oJU52soO,Southwest,Ward 13,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,46,Yes,Yes,Female,8,3,2,2,4
yVD80omR,Southwest,Ward 13,"$60,000 to just under $75,000",Own,Completed high school or less,75,No,No,Female,7,3,7,10,3
lRO40ciZ,Southwest,Ward 13,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,28,Yes,Yes,Female,10,1,10,10,4
zKE14dxN,Southwest,Ward 13,"$60,000 to just under $75,000",Own,Completed high school or less,18,Yes,No,Female,8,2,9,9,4
rDT71ctR,Southwest,Ward 13,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,74,No,No,Male,5,3,1,1,3
jQG47ifF,Southwest,Ward 13,"$45,000 to just under $60,000",Own,Completed high school or less,78,No,Don't Know,Female,7,3,10,10,3
uYJ41tgB,Southeast,Ward 12,"$120,000 and over (Net)",Own,Some post secondary or college diploma,51,No,No,Female,8,1,8,8,4
tOU54ocI,Southwest,Ward 13,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,36,Yes,No,Female,8,3,6,6,3
gBH76mpH,Southwest,Ward 13,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,72,No,No,Female,10,2,10,10,3
bQT53shE,Southwest,Ward 13,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,55,No,No,Female,10,1,7,8,1
oUE32ghM,Southwest,Ward 13,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,52,No,Yes,Female,8,2,8,6,4
sOD48jgT,Southwest,Ward 13,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,71,No,No,Male,5,3,6,5,4
oYX91arZ,Southwest,Ward 8,"Less than $30,000",Own,Completed university degree or post-grad degree,69,No,No,Female,8,2,6,7,1
yIL30puQ,Southwest,Ward 13,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,60,No,No,Female,7,3,6,7,3
eQL94dlX,Southwest,Ward 13,"$120,000 and over (Net)",Own,Some post secondary or college diploma,48,Yes,Yes,Male,10,1,10,10,4
nGN23nsN,Southwest,Ward 13,"$120,000 and over (Net)",Own,Some post secondary or college diploma,40,Yes,No,Male,7,3,5,6,3
pWH77gxD,Southwest,Ward 13,"$120,000 and over (Net)",Own,Some post secondary or college diploma,48,No,No,Male,9,2,9,9,4
gAM68yzT,Northwest,Ward 1,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,68,No,No,Male,8,1,8,9,3
wAF65ceR,Southwest,Ward 13,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,61,No,No,Female,7,2,9,2,1
fHK71qvZ,Southeast,Ward 14,Don't Know,Own,Completed high school or less,45,Yes,Don't Know,Male,9,3,7,8,3
nEU77odC,Southwest,Ward 13,"$30,000 to just under $45,000",Own,Some post secondary or college diploma,70,No,Yes,Female,7,2,7,7,1
zDQ18liS,Southwest,Ward 13,"Less than $30,000",Own,Completed university degree or post-grad degree,58,No,No,Female,6,3,6,6,2
cJX70knJ,Southwest,Ward 13,Don't Know,Own,Some post secondary or college diploma,69,No,No,Female,7,3,7,7,2
wNU73lzW,Southwest,Ward 13,Don't Know,Own,Completed university degree or post-grad degree,31,Yes,Don't Know,Male,5,3,1,5,2
mNS84cxC,Southeast,Ward 14,"$120,000 and over (Net)",Own,Some post secondary or college diploma,47,Yes,No,Female,7,3,8,8,3
vPG27mjN,Southwest,Ward 13,"$75,000 to just under $90,000",Own,Some post secondary or college diploma,90,No,No,Male,8,3,8,9,3
uTW26xyF,Southwest,Ward 13,"$45,000 to just under $60,000",Own,Completed high school or less,71,No,No,Female,6,1,8,8,3
yGA10vvY,Northwest,Ward 2,Don't Know,Own,Completed university degree or post-grad degree,24,No,No,Female,8,2,6,7,4
lBO17urL,Southwest,Ward 13,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,68,No,Yes,Female,8,3,8,8,4
wWA72qjS,Southeast,Ward 9,"$30,000 to just under $45,000",Own,Completed high school or less,67,No,No,Female,8,2,10,10,4
xQD27boW,Southeast,Ward 9,"$30,000 to just under $45,000",Own,Some post secondary or college diploma,66,Yes,Yes,Male,9,1,9,9,3
qWE39isL,Southeast,Ward 9,"$45,000 to just under $60,000",Own,Completed high school or less,78,No,No,Male,4,3,6,5,3
iVX70ztU,Southeast,Ward 9,"$30,000 to just under $45,000",Own,Some post secondary or college diploma,86,No,No,Female,10,2,5,10,2
vMR66auZ,Southeast,Ward 9,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,63,Yes,No,Female,8,2,8,10,3
mMG75meT,Southeast,Ward 11,"$45,000 to just under $60,000",Own,Completed high school or less,77,No,No,Male,6,3,5,8,4
mXT35frN,Southeast,Ward 9,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,66,No,No,Female,8,3,8,9,3
rIJ49mdU,Southeast,Ward 9,"$30,000 to just under $45,000",Rent,Some post secondary or college diploma,36,Yes,Don't Know,Female,8,4,5,8,2
gUF42ubR,Southeast,Ward 9,"$75,000 to just under $90,000",Own,Some post secondary or college diploma,52,No,Yes,Female,6,2,9,9,3
iZN73pdA,Southeast,Ward 9,"$120,000 and over (Net)",Own,Some post secondary or college diploma,66,No,No,Male,8,2,6,8,3
oZG13fsM,Southeast,Ward 9,"Less than $30,000",Rent,Completed high school or less,73,No,No,Female,10,3,10,1,3
zOP14chT,Southeast,Ward 9,"Less than $30,000",Own,Completed high school or less,77,No,No,Female,10,2,7,10,3
aTM52usE,Southeast,Ward 9,"$75,000 to just under $90,000",Own,Some post secondary or college diploma,35,Yes,No,Female,7,3,7,6,2
pNC22yfM,Southeast,Ward 9,Don't Know,Rent,Some post secondary or college diploma,24,No,No,Male,4,3,4,4,4
fKL47udR,Northeast,Ward 9,"Less than $30,000",Own,Completed high school or less,82,No,No,Female,5,2,7,7,2
tAG92kfV,Southeast,Ward 9,"$45,000 to just under $60,000",Own,Completed high school or less,73,Yes,No,Female,6,3,2,3,2
gBM96cgE,Southeast,Ward 9,"$120,000 and over (Net)",Own,Completed high school or less,51,Yes,Yes,Female,5,3,4,6,1
uZU49fxX,Southeast,Ward 9,"$30,000 to just under $45,000",Own,Completed high school or less,74,No,Yes,Female,10,2,8,10,4
hNW96hlY,Southeast,Ward 9,"$120,000 and over (Net)",Rent,Some post secondary or college diploma,64,No,No,Male,8,2,6,8,3
pGE65kvR,Southwest,Ward 7,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,78,No,No,Male,8,2,10,10,3
iKT12bjE,Southeast,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,59,No,Don't Know,Male,7,3,10,6,3
sGM17itQ,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,60,No,No,Male,8,3,9,10,3
fEN10wtH,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,56,Yes,No,Female,7,1,6,6,3
cFG46huL,Northwest,Ward 2,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,75,No,No,Male,9,2,8,8,4
tNC69cgW,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,38,Yes,Yes,Male,7,2,7,7,3
oRY32qnT,Northwest,Ward 2,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,36,Yes,No,Female,8,2,10,10,4
aJT42myY,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,44,Yes,Yes,Female,8,2,9,8,3
bKC15ihU,Northwest,Ward 2,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,81,No,No,Male,9,2,9,8,4
vNQ63itH,Northwest,Ward 2,"$120,000 and over (Net)",Own,Some post secondary or college diploma,47,Yes,No,Male,7,2,9,10,4
jLW17huQ,Northwest,Ward 2,"$105,000 to just under $120,000",Rent,Some post secondary or college diploma,55,No,No,Male,8,3,6,7,3
bHS33pdN,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,46,Yes,No,Female,8,2,8,9,2
hGS52dtH,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,55,No,Yes,Male,9,2,10,10,4
oCF63hzO,Northwest,Ward 2,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,36,Yes,No,Male,8,3,4,6,4
xWY21wuI,Northwest,Ward 2,"$120,000 and over (Net)",Own,Some post secondary or college diploma,39,No,No,Male,7,2,10,10,4
vRY76paG,Northwest,Ward 2,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,34,Yes,Yes,Female,9,1,7,6,4
kCV62koD,Northwest,Ward 2,"$30,000 to just under $45,000",Own,Some post secondary or college diploma,58,Yes,Yes,Male,7,1,5,6,2
nXR89dbR,Northwest,Ward 2,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,42,No,No,Female,8,2,5,8,4
oGZ65htG,Southwest,Ward 8,"$45,000 to just under $60,000",Rent,Some post secondary or college diploma,31,Yes,No,Female,5,3,1,5,3
mRA84jnT,Northwest,Ward 2,Don't Know,Own,Completed university degree or post-grad degree,80,No,Yes,Male,7,3,8,8,4
bAK10jtY,Northwest,Ward 2,"$75,000 to just under $90,000",Own,Some post secondary or college diploma,47,No,No,Female,7,3,5,7,3
vHL25zhQ,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,59,Yes,No,Male,8,2,10,8,4
vQL41tcV,Northwest,Ward 2,"$75,000 to just under $90,000",Own,Some post secondary or college diploma,35,Yes,No,Female,7,2,8,8,3
dMH75ngU,Northwest,Ward 2,"$105,000 to just under $120,000",Neither,Some post secondary or college diploma,24,No,No,Female,9,2,9,9,3
vBZ94exV,Northwest,Ward 2,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,34,No,Yes,Male,7,1,6,7,3
nKK37afB,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,48,Yes,No,Female,7,3,3,3,2
bOD95vsP,Northwest,Ward 2,"Less than $30,000",Own,Completed university degree or post-grad degree,64,No,Yes,Male,8,2,7,8,3
rDR11zkC,Southwest,Ward 2,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,60,No,No,Male,8,1,9,8,4
gDA92xhU,Southwest,Ward 2,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,43,Yes,No,Male,7,1,7,8,4
lQE71pmU,Northwest,Ward 2,Don't Know,Own,Some post secondary or college diploma,76,No,No,Female,9,3,8,8,3
vTN21uyW,Northeast,Ward 5,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,52,No,No,Female,8,2,5,8,3
gTW76jyZ,Northeast,Ward 10,"$120,000 and over (Net)",Own,Some post secondary or college diploma,55,No,Yes,Male,8,2,7,7,2
oND30hsG,Northeast,Ward 10,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,59,No,No,Male,8,2,7,7,4
wYH23liS,Northeast,Ward 5,"$45,000 to just under $60,000",Neither,Some post secondary or college diploma,20,No,Yes,Male,8,2,8,8,4
eWP49zcV,Northeast,Ward 5,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,29,Yes,Yes,Female,7,3,5,5,3
tMJ68seD,Northwest,Ward 4,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,39,Yes,No,Female,5,3,10,7,4
iXP96omC,Northeast,Ward 5,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,41,Yes,No,Female,8,1,9,9,3
gFZ36ynO,Southwest,Ward 13,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,51,No,No,Female,8,2,8,8,3
hFD94fsB,Southwest,Ward 13,"$90,000 to just under $105,000",Own,Completed high school or less,74,No,No,Male,7,3,7,7,3
yEC85adD,Southwest,Ward 13,"$60,000 to just under $75,000",Own,Completed high school or less,,No,No,Female,5,3,5,6,2
mLO16qgU,Southwest,Ward 6,"$75,000 to just under $90,000",Own,Some post secondary or college diploma,69,No,Yes,Female,5,3,5,5,3
qUW19snX,Southwest,Ward 6,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,65,No,No,Male,5,3,4,2,4
gHN82mlT,Southwest,Ward 6,"$30,000 to just under $45,000",Own,Completed high school or less,72,No,No,Female,10,2,7,10,4
pWR60oxZ,Southwest,Ward 6,"$120,000 and over (Net)",Own,Some post secondary or college diploma,62,No,No,Female,7,2,7,7,3
iUB34lmO,Southwest,Ward 6,Don't Know,Own,Completed university degree or post-grad degree,69,No,No,Female,7,3,6,8,3
jHH40kwO,Southwest,Ward 6,"Less than $30,000",Own,Some post secondary or college diploma,71,No,No,Female,9,2,9,10,3
mIE90ofI,Southwest,Ward 6,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,61,Yes,No,Male,10,2,4,7,4
aBT60ckL,Southwest,Ward 6,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,64,No,No,Male,8,3,9,9,4
gEA12sgK,Northwest,Ward 1,"$30,000 to just under $45,000",Own,Some post secondary or college diploma,62,No,No,Female,9,2,5,8,3
uGD13msD,Southwest,Ward 13,"$120,000 and over (Net)",Own,Some post secondary or college diploma,60,No,No,Female,9,1,10,10,3
jAS41pkZ,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,40,Yes,No,Female,10,2,9,10,4
qOW54nrL,Southwest,Ward 6,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,65,No,No,Male,7,3,8,8,3
nMB20bkN,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,73,No,No,Female,8,3,9,9,3
cYG12qwJ,Southwest,Ward 6,Don't Know,Own,Completed university degree or post-grad degree,65,No,No,Female,8,2,8,8,3
aFS73hxI,Southwest,Ward 6,"Less than $30,000",Neither,Completed university degree or post-grad degree,60,No,Yes,Female,1,3,1,1,2
wVD37ceW,Southwest,Ward 6,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,80,No,No,Male,9,3,9,9,4
fCW32nrO,Southwest,Ward 6,Don't Know,Own,Completed university degree or post-grad degree,78,No,No,Female,9,3,5,9,3
qDY15ewB,Southwest,Ward 6,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,70,No,No,Female,8,2,7,8,4
wJX90olG,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,49,Yes,Yes,Female,8,2,9,8,3
aJS29dpC,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,48,Yes,No,Female,6,3,7,8,4
mUM68duY,Southwest,Ward 6,"$30,000 to just under $45,000",Own,Completed university degree or post-grad degree,61,No,No,Female,7,2,6,10,4
kIB87mfD,Southwest,Ward 6,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,56,Yes,No,Male,8,2,6,8,4
zEK98qvB,Southwest,Ward 6,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,63,No,No,Male,8,2,10,10,3
gTD80piN,Southwest,Ward 6,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,65,No,No,Male,8,3,4,8,4
zLI82gwU,Southwest,Ward 6,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,41,Yes,No,Female,8,1,7,8,3
lBN27olQ,Southwest,Ward 8,"$105,000 to just under $120,000",Own,Completed high school or less,77,No,No,Male,8,2,6,10,4
wAD29pzJ,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,57,No,No,Female,8,1,5,8,3
vFX45vfF,Northwest,Ward 4,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,61,No,No,Male,7,1,7,7,3
nAO59pyU,Southwest,Ward 8,Don't Know,Own,Completed university degree or post-grad degree,66,No,Yes,Female,7,2,5,7,3
xKV95axR,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,66,No,No,Female,9,1,10,10,4
jCH75rmZ,Southwest,Ward 8,Don't Know,Own,Completed high school or less,25,No,No,Female,7,1,5,8,4
yKG57diR,Southwest,Ward 8,"$60,000 to just under $75,000",Rent,Completed university degree or post-grad degree,84,No,No,Female,10,1,10,10,4
uFL37gxD,Southwest,Ward 8,"$120,000 and over (Net)",Own,Some post secondary or college diploma,45,Yes,Don't Know,Female,8,1,6,6,3
eZA50iaX,Southwest,Ward 8,"$60,000 to just under $75,000",Own,Completed high school or less,86,No,No,Female,7,2,5,10,3
sBD38fnL,Southwest,Ward 8,Don't Know,Own,Some post secondary or college diploma,72,No,No,Female,4,2,10,10,2
